"Source location: ""WHO Mortality Database portal""",,,,,,,,
Indicator metadata: I11-I15,,,,,,,,
Country Code,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
USA,1950,Male,Age05_09,[5-9],3,0.06295908,,0.04467876
USA,1950,Male,Age10_14,[10-14],4,0.0999001,,0.07066638
USA,1950,Male,Age15_19,[15-19],11,0.14721627,,0.20710561
USA,1950,Male,Age20_24,[20-24],56,0.51565378,,0.99887626
USA,1950,Male,Age25_29,[25-29],111,0.94275522,,1.85864269
USA,1950,Male,Age30_34,[30-34],273,2.04693709,,4.85359219
USA,1950,Male,Age35_39,[35-39],552,2.98604349,,10.00453104
USA,1950,Male,Age40_44,[40-44],1091,4.05335117,,21.51746445
USA,1950,Male,Age45_49,[45-49],1782,4.68072811,,39.369035
USA,1950,Male,Age50_54,[50-54],3136,5.77691812,,75.95795185
USA,1950,Male,Age55_59,[55-59],4263,5.90778697,,117.0735726
USA,1950,Male,Age60_64,[60-64],5357,6.06936089,,175.2830312
USA,1950,Male,Age65_69,[65-69],6689,6.70825269,,279.2901879
USA,1950,Male,Age70_74,[70-74],7031,7.12252444,,431.6674853
USA,1950,Male,Age75_79,[75-79],6727,7.49526462,,671.4913156
USA,1950,Male,Age80_84,[80-84],5301,7.87140842,,1049.70297
USA,1950,Male,Age85_over,[85+],3713,7.24629196,,1567.989865
USA,1950,Male,Age_unknown,[Unknown],46,5.71428571,,
USA,1950,Female,Age_all,[All],51609,8.26133935,69.57234751,68.02822415
USA,1950,Female,Age00,[0],0,0,,0
USA,1950,Female,Age01_04,[1-4],2,0.02473411,,0.03133519
USA,1950,Female,Age05_09,[5-9],2,0.05908419,,0.03083993
USA,1950,Female,Age10_14,[10-14],5,0.20383204,,0.09159354
USA,1950,Female,Age15_19,[15-19],20,0.4927322,,0.37698151
USA,1950,Female,Age20_24,[20-24],53,0.89724056,,0.90205089
USA,1950,Female,Age25_29,[25-29],137,1.77185722,,2.18493828
USA,1950,Female,Age30_34,[30-34],334,3.47049044,,5.66841471
USA,1950,Female,Age35_39,[35-39],670,4.9918045,,11.69529395
USA,1950,Female,Age40_44,[40-44],1256,6.93424612,,24.46578491
USA,1950,Female,Age45_49,[45-49],1876,7.8797043,,41.28430272
USA,1950,Female,Age50_54,[50-54],2928,9.17207029,,70.66489683
USA,1950,Female,Age55_59,[55-59],3678,8.99772488,,101.3278969
USA,1950,Female,Age60_64,[60-64],5075,9.60246731,,166.8200644
USA,1950,Female,Age65_69,[65-69],6584,9.85673009,,259.9186767
USA,1950,Female,Age70_74,[70-74],7868,10.20876854,,441.2539959
USA,1950,Female,Age75_79,[75-79],8268,10.32854466,,718.5816096
USA,1950,Female,Age80_84,[80-84],7079,10.3033214,,1141.03804
USA,1950,Female,Age85_over,[85+],5731,8.77964336,,1685.09262
USA,1950,Female,Age_unknown,[Unknown],43,9.20770878,,
USA,1951,All,Age_all,[All],98513,6.64685692,67.1656255,64.25696786
USA,1951,All,Age00,[0],0,0,,0
USA,1951,All,Age01_04,[1-4],0,0,,0
USA,1951,All,Age05_09,[5-9],3,0.0357313,,0.02205234
USA,1951,All,Age10_14,[10-14],12,0.18564356,,0.10479434
USA,1951,All,Age15_19,[15-19],32,0.28296047,,0.30819609
USA,1951,All,Age20_24,[20-24],100,0.62212268,,0.90867787
USA,1951,All,Age25_29,[25-29],282,1.4651634,,2.33482365
USA,1951,All,Age30_34,[30-34],631,2.76523949,,5.37432927
USA,1951,All,Age35_39,[35-39],1206,3.82323104,,10.60686016
USA,1951,All,Age40_44,[40-44],2356,5.18805602,,22.66692323
USA,1951,All,Age45_49,[45-49],3600,5.88812561,,38.81401617
USA,1951,All,Age50_54,[50-54],6032,6.84971952,,72.35216505
USA,1951,All,Age55_59,[55-59],8090,7.02793801,,108.8682546
USA,1951,All,Age60_64,[60-64],10226,7.21522917,,164.3787173
USA,1951,All,Age65_69,[65-69],13201,7.72236684,,254.8947673
USA,1951,All,Age70_74,[70-74],14659,8.21237094,,413.2788272
USA,1951,All,Age75_79,[75-79],15579,8.89420469,,695.4910714
USA,1951,All,Age80_84,[80-84],12456,8.81191901,,1048.484849
USA,1951,All,Age85_over,[85+],9959,8.1822962,,1616.720779
USA,1951,All,Age_unknown,[Unknown],89,6.77837014,,
USA,1951,Male,Age_all,[All],46214,5.46760479,66.38317574,60.95145145
USA,1951,Male,Age00,[0],0,0,,0
USA,1951,Male,Age01_04,[1-4],0,0,,0
USA,1951,Male,Age05_09,[5-9],2,0.04076641,,0.02886836
USA,1951,Male,Age10_14,[10-14],5,0.12042389,,0.08583691
USA,1951,Male,Age15_19,[15-19],12,0.16087947,,0.23228804
USA,1951,Male,Age20_24,[20-24],44,0.41678507,,0.84065724
USA,1951,Male,Age25_29,[25-29],135,1.1397214,,2.30375427
USA,1951,Male,Age30_34,[30-34],278,2.07261612,,4.86439195
USA,1951,Male,Age35_39,[35-39],545,2.9524893,,9.78280381
USA,1951,Male,Age40_44,[40-44],1138,4.15419435,,22.10567211
USA,1951,Male,Age45_49,[45-49],1747,4.61888269,,37.83842322
USA,1951,Male,Age50_54,[50-54],2999,5.42412733,,72.23025048
USA,1951,Male,Age55_59,[55-59],4358,5.90195016,,117.4979779
USA,1951,Male,Age60_64,[60-64],5310,5.99092899,,171.2903226
USA,1951,Male,Age65_69,[65-69],6593,6.40233836,,263.4039153
USA,1951,Male,Age70_74,[70-74],6825,6.78153039,,405.0445104
USA,1951,Male,Age75_79,[75-79],6976,7.53632583,,671.4148219
USA,1951,Male,Age80_84,[80-84],5292,7.645852,,1009.923664
USA,1951,Male,Age85_over,[85+],3907,7.33103164,,1526.171875
USA,1951,Male,Age_unknown,[Unknown],48,5.92592593,,
USA,1951,Female,Age_all,[All],52299,8.21193155,67.65576385,67.4912892
USA,1951,Female,Age00,[0],0,0,,0
USA,1951,Female,Age01_04,[1-4],0,0,,0
USA,1951,Female,Age05_09,[5-9],1,0.0286533,,0.01497903
USA,1951,Female,Age10_14,[10-14],7,0.30276817,,0.12442232
USA,1951,Female,Age15_19,[15-19],20,0.51948052,,0.38336209
USA,1951,Female,Age20_24,[20-24],56,1.01504441,,0.97036909
USA,1951,Female,Age25_29,[25-29],147,1.98594974,,2.36410421
USA,1951,Female,Age30_34,[30-34],353,3.75292367,,5.85794889
USA,1951,Female,Age35_39,[35-39],661,5.05158579,,11.39851699
USA,1951,Female,Age40_44,[40-44],1218,6.75990676,,23.21768967
USA,1951,Female,Age45_49,[45-49],1853,7.94699147,,39.7810219
USA,1951,Female,Age50_54,[50-54],3033,9.2548517,,72.47311828
USA,1951,Female,Age55_59,[55-59],3732,9.04245009,,100.2686728
USA,1951,Female,Age60_64,[60-64],4916,9.25904999,,157.5136174
USA,1951,Female,Age65_69,[65-69],6608,9.72236527,,246.935725
USA,1951,Female,Age70_74,[70-74],7834,10.06190758,,420.7303974
USA,1951,Female,Age75_79,[75-79],8603,10.41601085,,716.3197336
USA,1951,Female,Age80_84,[80-84],7164,9.93069032,,1078.915663
USA,1951,Female,Age85_over,[85+],6052,8.84536685,,1681.111111
USA,1951,Female,Age_unknown,[Unknown],41,8.15109344,,
USA,1952,All,Age_all,[All],96417,6.44137843,63.75072505,61.93002627
USA,1952,All,Age00,[0],1,0.00091397,,0.02931692
USA,1952,All,Age01_04,[1-4],6,0.03077081,,0.04342477
USA,1952,All,Age05_09,[5-9],4,0.04427718,,0.02712784
USA,1952,All,Age10_14,[10-14],11,0.16250554,,0.09235161
USA,1952,All,Age15_19,[15-19],27,0.22779043,,0.26061776
USA,1952,All,Age20_24,[20-24],101,0.65828065,,0.95770908
USA,1952,All,Age25_29,[25-29],265,1.41250466,,2.21608965
USA,1952,All,Age30_34,[30-34],578,2.5662656,,4.83560612
USA,1952,All,Age35_39,[35-39],1228,3.9689722,,10.70525673
USA,1952,All,Age40_44,[40-44],2252,5.02207752,,21.32373828
USA,1952,All,Age45_49,[45-49],3616,5.82699497,,38.08320169
USA,1952,All,Age50_54,[50-54],5731,6.59220576,,68.45437172
USA,1952,All,Age55_59,[55-59],7686,6.67454018,,102.0852703
USA,1952,All,Age60_64,[60-64],10078,7.01390532,,157.7645586
USA,1952,All,Age65_69,[65-69],13052,7.55359044,,246.2641509
USA,1952,All,Age70_74,[70-74],14705,8.13311652,,400.3539341
USA,1952,All,Age75_79,[75-79],14911,8.40581998,,642.4386041
USA,1952,All,Age80_84,[80-84],12315,8.59230007,,1008.599509
USA,1952,All,Age85_over,[85+],9774,7.84241354,,1494.495413
USA,1952,All,Age_unknown,[Unknown],76,6.98529412,,
USA,1952,Male,Age_all,[All],45285,5.30314652,63.23359579,58.96407599
USA,1952,Male,Age00,[0],1,0.00159332,,0.05757052
USA,1952,Male,Age01_04,[1-4],3,0.02803476,,0.04262575
USA,1952,Male,Age05_09,[5-9],1,0.01897893,,0.01331381
USA,1952,Male,Age10_14,[10-14],6,0.14371257,,0.09894459
USA,1952,Male,Age15_19,[15-19],9,0.11362202,,0.17482517
USA,1952,Male,Age20_24,[20-24],55,0.53921569,,1.12635675
USA,1952,Male,Age25_29,[25-29],123,1.05020492,,2.12032408
USA,1952,Male,Age30_34,[30-34],263,1.97254931,,4.52356381
USA,1952,Male,Age35_39,[35-39],581,3.2172324,,10.33807829
USA,1952,Male,Age40_44,[40-44],1085,3.99558092,,20.77350182
USA,1952,Male,Age45_49,[45-49],1821,4.7042108,,38.60504558
USA,1952,Male,Age50_54,[50-54],2994,5.44829218,,71.8847539
USA,1952,Male,Age55_59,[55-59],4089,5.5139771,,109.243922
USA,1952,Male,Age60_64,[60-64],5268,5.80860706,,166.4454976
USA,1952,Male,Age65_69,[65-69],6555,6.29108882,,256.3551036
USA,1952,Male,Age70_74,[70-74],6895,6.80040635,,396.7203682
USA,1952,Male,Age75_79,[75-79],6577,7.02956328,,613.5261194
USA,1952,Male,Age80_84,[80-84],5125,7.25828152,,961.5384615
USA,1952,Male,Age85_over,[85+],3800,7.07516431,,1391.941392
USA,1952,Male,Age_unknown,[Unknown],34,5.14372163,,
USA,1952,Female,Age_all,[All],51132,7.95320037,63.9482185,64.81758487
USA,1952,Female,Age00,[0],0,0,,0
USA,1952,Female,Age01_04,[1-4],3,0.03409866,,0.04425431
USA,1952,Female,Age05_09,[5-9],3,0.07968127,,0.04147083
USA,1952,Female,Age10_14,[10-14],5,0.19275251,,0.08551394
USA,1952,Female,Age15_19,[15-19],18,0.4577823,,0.34535687
USA,1952,Female,Age20_24,[20-24],46,0.8944196,,0.81229031
USA,1952,Female,Age25_29,[25-29],142,2.01447014,,2.30631801
USA,1952,Female,Age30_34,[30-34],315,3.42763874,,5.13112885
USA,1952,Female,Age35_39,[35-39],647,5.02290195,,11.05793881
USA,1952,Female,Age40_44,[40-44],1167,6.59806638,,21.86212064
USA,1952,Female,Age45_49,[45-49],1795,7.68868329,,37.56802009
USA,1952,Female,Age50_54,[50-54],2737,8.55767126,,65.05823627
USA,1952,Female,Age55_59,[55-59],3597,8.77381272,,95.00792393
USA,1952,Female,Age60_64,[60-64],4810,9.0766705,,149.2398387
USA,1952,Female,Age65_69,[65-69],6497,9.47125968,,236.8574553
USA,1952,Female,Age70_74,[70-74],7810,9.83466183,,403.6175711
USA,1952,Female,Age75_79,[75-79],8334,9.94190416,,667.253803
USA,1952,Female,Age80_84,[80-84],7190,9.88764663,,1045.05814
USA,1952,Female,Age85_over,[85+],5974,8.42345709,,1567.979003
USA,1952,Female,Age_unknown,[Unknown],42,9.83606557,,
USA,1953,All,Age_all,[All],93536,6.16365555,60.16377288,59.10946525
USA,1953,All,Age00,[0],0,0,,0
USA,1953,All,Age01_04,[1-4],2,0.01096792,,0.01426228
USA,1953,All,Age05_09,[5-9],3,0.03502627,,0.01965409
USA,1953,All,Age10_14,[10-14],8,0.11933174,,0.06341154
USA,1953,All,Age15_19,[15-19],20,0.17776198,,0.190096
USA,1953,All,Age20_24,[20-24],81,0.55981754,,0.79008974
USA,1953,All,Age25_29,[25-29],211,1.21972368,,1.77325826
USA,1953,All,Age30_34,[30-34],540,2.4987275,,4.49064449
USA,1953,All,Age35_39,[35-39],1174,3.97575265,,10.17419187
USA,1953,All,Age40_44,[40-44],2146,4.84085629,,20.03921935
USA,1953,All,Age45_49,[45-49],3440,5.56166333,,35.49319026
USA,1953,All,Age50_54,[50-54],5363,6.19956997,,63.37745214
USA,1953,All,Age55_59,[55-59],7339,6.44263605,,96.82058048
USA,1953,All,Age60_64,[60-64],9782,6.70422458,,149.3207144
USA,1953,All,Age65_69,[65-69],12582,7.09792794,,231.9262673
USA,1953,All,Age70_74,[70-74],14099,7.56769813,,370.5387648
USA,1953,All,Age75_79,[75-79],14654,8.06356648,,610.5833333
USA,1953,All,Age80_84,[80-84],12212,8.13672252,,967.6703645
USA,1953,All,Age85_over,[85+],9825,7.41039643,,1421.852388
USA,1953,All,Age_unknown,[Unknown],55,5.52763819,,
USA,1953,Male,Age_all,[All],43742,5.04463153,59.63857191,56.09387022
USA,1953,Male,Age00,[0],0,0,,0
USA,1953,Male,Age01_04,[1-4],2,0.01977066,,0.02800728
USA,1953,Male,Age05_09,[5-9],2,0.0393159,,0.02572678
USA,1953,Male,Age10_14,[10-14],4,0.09380863,,0.0622665
USA,1953,Male,Age15_19,[15-19],10,0.13118195,,0.19094902
USA,1953,Male,Age20_24,[20-24],39,0.39129126,,0.82365364
USA,1953,Male,Age25_29,[25-29],112,1.01762675,,1.937046
USA,1953,Male,Age30_34,[30-34],261,2.01280173,,4.47377443
USA,1953,Male,Age35_39,[35-39],559,3.20785034,,9.90607833
USA,1953,Male,Age40_44,[40-44],1088,4.03515929,,20.59825824
USA,1953,Male,Age45_49,[45-49],1745,4.5022963,,36.33902541
USA,1953,Male,Age50_54,[50-54],2802,5.11668675,,66.60328025
USA,1953,Male,Age55_59,[55-59],3938,5.37882616,,104.873502
USA,1953,Male,Age60_64,[60-64],5210,5.61549489,,161.50031
USA,1953,Male,Age65_69,[65-69],6246,5.82725356,,239.1271057
USA,1953,Male,Age70_74,[70-74],6513,6.20995423,,363.2459565
USA,1953,Male,Age75_79,[75-79],6362,6.61612538,,576.2681159
USA,1953,Male,Age80_84,[80-84],5061,6.89565905,,926.9230769
USA,1953,Male,Age85_over,[85+],3759,6.53091718,,1300.692042
USA,1953,Male,Age_unknown,[Unknown],29,4.70779221,,
USA,1953,Female,Age_all,[All],49794,7.65542148,60.33103201,62.03932122
USA,1953,Female,Age00,[0],0,0,,0
USA,1953,Female,Age01_04,[1-4],0,0,,0
USA,1953,Female,Age05_09,[5-9],1,0.02875216,,0.01335113
USA,1953,Female,Age10_14,[10-14],4,0.16393443,,0.06459948
USA,1953,Female,Age15_19,[15-19],10,0.27563396,,0.18925057
USA,1953,Female,Age20_24,[20-24],42,0.9329187,,0.76128331
USA,1953,Female,Age25_29,[25-29],99,1.57317655,,1.61844041
USA,1953,Female,Age30_34,[30-34],279,3.22767237,,4.50654175
USA,1953,Female,Age35_39,[35-39],615,5.08138478,,10.43080054
USA,1953,Female,Age40_44,[40-44],1058,6.09166283,,19.49511701
USA,1953,Female,Age45_49,[45-49],1695,7.33956872,,34.66257669
USA,1953,Female,Age50_54,[50-54],2561,8.06766633,,60.1880141
USA,1953,Female,Age55_59,[55-59],3401,8.35626536,,88.91503268
USA,1953,Female,Age60_64,[60-64],4572,8.60546971,,137.5037594
USA,1953,Female,Age65_69,[65-69],6336,9.04148294,,225.2399573
USA,1953,Female,Age70_74,[70-74],7586,9.31654897,,377.0377734
USA,1953,Female,Age75_79,[75-79],8292,9.69008554,,639.8148148
USA,1953,Female,Age80_84,[80-84],7151,9.32443181,,998.7430168
USA,1953,Female,Age85_over,[85+],6066,8.08508937,,1508.955224
USA,1953,Female,Age_unknown,[Unknown],26,6.86015831,,
USA,1954,All,Age_all,[All],86422,5.83502297,54.02359713,53.62363803
USA,1954,All,Age00,[0],5,0.00468204,,0.13709899
USA,1954,All,Age01_04,[1-4],4,0.0236253,,0.02794272
USA,1954,All,Age05_09,[5-9],4,0.04772131,,0.02506423
USA,1954,All,Age10_14,[10-14],7,0.11158935,,0.05330085
USA,1954,All,Age15_19,[15-19],22,0.21355077,,0.20514733
USA,1954,All,Age20_24,[20-24],68,0.5093633,,0.67601153
USA,1954,All,Age25_29,[25-29],208,1.28744739,,1.76780554
USA,1954,All,Age30_34,[30-34],550,2.67509728,,4.50671911
USA,1954,All,Age35_39,[35-39],951,3.4150896,,8.17923798
USA,1954,All,Age40_44,[40-44],1766,4.22488038,,16.27049936
USA,1954,All,Age45_49,[45-49],2899,4.83819823,,29.2591845
USA,1954,All,Age50_54,[50-54],4675,5.59337649,,54.49353072
USA,1954,All,Age55_59,[55-59],6281,5.83150741,,82.01880387
USA,1954,All,Age60_64,[60-64],8761,6.18858915,,130.9566517
USA,1954,All,Age65_69,[65-69],11593,6.64618101,,208.8076369
USA,1954,All,Age70_74,[70-74],13613,7.32693198,,343.4157417
USA,1954,All,Age75_79,[75-79],13592,7.59359305,,547.8436115
USA,1954,All,Age80_84,[80-84],11630,7.88881051,,885.0837139
USA,1954,All,Age85_over,[85+],9726,7.34769733,,1334.156379
USA,1954,All,Age_unknown,[Unknown],67,7.33041575,,
USA,1954,Male,Age_all,[All],39685,4.69021089,52.96695277,49.964118
USA,1954,Male,Age00,[0],4,0.00651795,,0.21563342
USA,1954,Male,Age01_04,[1-4],2,0.02137209,,0.02744237
USA,1954,Male,Age05_09,[5-9],2,0.04060089,,0.0246063
USA,1954,Male,Age10_14,[10-14],4,0.10015023,,0.0598265
USA,1954,Male,Age15_19,[15-19],9,0.12589173,,0.16863406
USA,1954,Male,Age20_24,[20-24],32,0.34699631,,0.68640069
USA,1954,Male,Age25_29,[25-29],111,1.05845332,,1.93649686
USA,1954,Male,Age30_34,[30-34],235,1.89271907,,3.95556304
USA,1954,Male,Age35_39,[35-39],434,2.63685522,,7.62741652
USA,1954,Male,Age40_44,[40-44],888,3.52716873,,16.60123388
USA,1954,Male,Age45_49,[45-49],1532,4.08195891,,31.25254998
USA,1954,Male,Age50_54,[50-54],2347,4.43474482,,55.06804317
USA,1954,Male,Age55_59,[55-59],3374,4.86048086,,89.16490486
USA,1954,Male,Age60_64,[60-64],4505,5.02061741,,137.5152625
USA,1954,Male,Age65_69,[65-69],5662,5.33516763,,212.2984627
USA,1954,Male,Age70_74,[70-74],6192,5.86902742,,332.7243418
USA,1954,Male,Age75_79,[75-79],5875,6.20039683,,516.710642
USA,1954,Male,Age80_84,[80-84],4691,6.51039498,,830.2654867
USA,1954,Male,Age85_over,[85+],3753,6.58733084,,1234.539474
USA,1954,Male,Age_unknown,[Unknown],33,5.90339893,,
USA,1954,Female,Age_all,[All],46737,7.36054,54.70490685,57.179735
USA,1954,Female,Age00,[0],1,0.00220158,,0.05580357
USA,1954,Female,Age01_04,[1-4],2,0.02640961,,0.02846165
USA,1954,Female,Age05_09,[5-9],2,0.05787037,,0.02553952
USA,1954,Female,Age10_14,[10-14],3,0.13163668,,0.04653327
USA,1954,Female,Age15_19,[15-19],13,0.41230574,,0.2413217
USA,1954,Female,Age20_24,[20-24],36,0.87209302,,0.66703724
USA,1954,Female,Age25_29,[25-29],97,1.71106015,,1.60755718
USA,1954,Female,Age30_34,[30-34],315,3.86787819,,5.02953856
USA,1954,Female,Age35_39,[35-39],517,4.53986653,,8.70810173
USA,1954,Female,Age40_44,[40-44],878,5.28152069,,15.94913715
USA,1954,Female,Age45_49,[45-49],1367,6.10594962,,27.30723132
USA,1954,Female,Age50_54,[50-54],2328,7.59345032,,53.92633774
USA,1954,Female,Age55_59,[55-59],2907,7.59186232,,75.03871967
USA,1954,Female,Age60_64,[60-64],4256,8.21035168,,124.6631517
USA,1954,Female,Age65_69,[65-69],5931,8.68311251,,205.5805893
USA,1954,Female,Age70_74,[70-74],7421,9.24262993,,352.8768426
USA,1954,Female,Age75_79,[75-79],7717,9.1606225,,574.1815476
USA,1954,Female,Age80_84,[80-84],6939,9.20658087,,926.435247
USA,1954,Female,Age85_over,[85+],5973,7.92227601,,1405.411765
USA,1954,Female,Age_unknown,[Unknown],34,9.57746479,,
USA,1955,All,Age_all,[All],85045,5.56316179,51.74436324,51.75950045
USA,1955,All,Age00,[0],1,0.00093543,,0.02664535
USA,1955,All,Age01_04,[1-4],3,0.0179813,,0.02038875
USA,1955,All,Age05_09,[5-9],5,0.05924171,,0.0299904
USA,1955,All,Age10_14,[10-14],7,0.11075949,,0.05156158
USA,1955,All,Age15_19,[15-19],13,0.12329287,,0.11998154
USA,1955,All,Age20_24,[20-24],62,0.45022148,,0.60754532
USA,1955,All,Age25_29,[25-29],141,0.89455653,,1.21217332
USA,1955,All,Age30_34,[30-34],436,2.17369628,,3.54327509
USA,1955,All,Age35_39,[35-39],901,3.21590463,,7.67265605
USA,1955,All,Age40_44,[40-44],1706,4.08867585,,15.5260284
USA,1955,All,Age45_49,[45-49],2616,4.36465563,,25.86002373
USA,1955,All,Age50_54,[50-54],4109,4.99089032,,47.26791672
USA,1955,All,Age55_59,[55-59],6042,5.53073853,,77.79065276
USA,1955,All,Age60_64,[60-64],8302,5.80364633,,121.7480569
USA,1955,All,Age65_69,[65-69],11234,6.25699693,,198.2353979
USA,1955,All,Age70_74,[70-74],13149,6.79584053,,319.0730405
USA,1955,All,Age75_79,[75-79],13991,7.40389907,,545.4580897
USA,1955,All,Age80_84,[80-84],11853,7.54497193,,865.1824818
USA,1955,All,Age85_over,[85+],10395,7.13932501,,1355.280313
USA,1955,All,Age_unknown,[Unknown],79,6.3812601,,
USA,1955,Male,Age_all,[All],39006,4.46989473,50.94984787,48.11516258
USA,1955,Male,Age00,[0],0,0,,0
USA,1955,Male,Age01_04,[1-4],0,0,,0
USA,1955,Male,Age05_09,[5-9],3,0.05972526,,0.03533985
USA,1955,Male,Age10_14,[10-14],3,0.07390983,,0.04340278
USA,1955,Male,Age15_19,[15-19],8,0.10896214,,0.14878185
USA,1955,Male,Age20_24,[20-24],39,0.40427076,,0.80082136
USA,1955,Male,Age25_29,[25-29],71,0.69072867,,1.24890062
USA,1955,Male,Age30_34,[30-34],229,1.88741449,,3.81730288
USA,1955,Male,Age35_39,[35-39],432,2.58915193,,7.51827358
USA,1955,Male,Age40_44,[40-44],892,3.51582515,,16.48798521
USA,1955,Male,Age45_49,[45-49],1395,3.69164814,,27.91116447
USA,1955,Male,Age50_54,[50-54],2143,4.05065684,,49.6754752
USA,1955,Male,Age55_59,[55-59],3174,4.50091465,,82.89370593
USA,1955,Male,Age60_64,[60-64],4289,4.71982569,,129.1089705
USA,1955,Male,Age65_69,[65-69],5437,4.98908036,,200.3316139
USA,1955,Male,Age70_74,[70-74],6072,5.47999603,,314.9377593
USA,1955,Male,Age75_79,[75-79],6085,6.08129041,,519.6413322
USA,1955,Male,Age80_84,[80-84],4754,6.21316082,,809.8807496
USA,1955,Male,Age85_over,[85+],3945,6.33317815,,1240.566038
USA,1955,Male,Age_unknown,[Unknown],35,4.77489768,,
USA,1955,Female,Age_all,[All],46039,7.01729517,52.16252654,55.3087458
USA,1955,Female,Age00,[0],1,0.00219843,,0.05428882
USA,1955,Female,Age01_04,[1-4],3,0.04018216,,0.04151675
USA,1955,Female,Age05_09,[5-9],2,0.05853088,,0.02444091
USA,1955,Female,Age10_14,[10-14],4,0.17691287,,0.06002401
USA,1955,Female,Age15_19,[15-19],5,0.1561524,,0.09160865
USA,1955,Female,Age20_24,[20-24],23,0.55771096,,0.43111528
USA,1955,Female,Age25_29,[25-29],70,1.27667335,,1.17706407
USA,1955,Female,Age30_34,[30-34],207,2.61198738,,3.28258801
USA,1955,Female,Age35_39,[35-39],469,4.1387222,,7.82057696
USA,1955,Female,Age40_44,[40-44],814,4.97737557,,14.5930441
USA,1955,Female,Age45_49,[45-49],1221,5.51291313,,23.85697538
USA,1955,Female,Age50_54,[50-54],1966,6.68139337,,44.896095
USA,1955,Female,Age55_59,[55-59],2868,7.40606843,,72.82884713
USA,1955,Female,Age60_64,[60-64],4013,7.69127568,,114.7555047
USA,1955,Female,Age65_69,[65-69],5797,8.21512081,,196.3088385
USA,1955,Female,Age70_74,[70-74],7077,8.55919597,,322.7086183
USA,1955,Female,Age75_79,[75-79],7906,8.89243817,,567.1449067
USA,1955,Female,Age80_84,[80-84],7099,8.8095504,,906.6411239
USA,1955,Female,Age85_over,[85+],6450,7.74207488,,1436.525613
USA,1955,Female,Age_unknown,[Unknown],44,8.71287129,,
USA,1956,All,Age_all,[All],83341,5.32708715,49.45085044,49.81351536
USA,1956,All,Age00,[0],0,0,,0
USA,1956,All,Age01_04,[1-4],1,0.00602301,,0.00663878
USA,1956,All,Age05_09,[5-9],2,0.0235599,,0.01138239
USA,1956,All,Age10_14,[10-14],7,0.10920437,,0.05053422
USA,1956,All,Age15_19,[15-19],17,0.1572327,,0.15275407
USA,1956,All,Age20_24,[20-24],49,0.35571688,,0.48242591
USA,1956,All,Age25_29,[25-29],143,0.93396904,,1.24088858
USA,1956,All,Age30_34,[30-34],415,2.05883812,,3.3836119
USA,1956,All,Age35_39,[35-39],800,2.89017341,,6.69792364
USA,1956,All,Age40_44,[40-44],1555,3.72508624,,13.97878461
USA,1956,All,Age45_49,[45-49],2616,4.29457924,,25.44747082
USA,1956,All,Age50_54,[50-54],4021,4.9081477,,45.44016273
USA,1956,All,Age55_59,[55-59],5878,5.25454789,,74.67920213
USA,1956,All,Age60_64,[60-64],7939,5.41992654,,114.3618554
USA,1956,All,Age65_69,[65-69],10765,5.88425,,186.5361289
USA,1956,All,Age70_74,[70-74],12922,6.48701292,,303.262145
USA,1956,All,Age75_79,[75-79],13522,6.98991988,,511.0355253
USA,1956,All,Age80_84,[80-84],11958,7.27810543,,838.569425
USA,1956,All,Age85_over,[85+],10670,6.96197989,,1338.770389
USA,1956,All,Age_unknown,[Unknown],61,6.26283368,,
USA,1956,Male,Age_all,[All],37932,4.24600692,48.54319962,45.96425326
USA,1956,Male,Age00,[0],0,0,,0
USA,1956,Male,Age01_04,[1-4],0,0,,0
USA,1956,Male,Age05_09,[5-9],1,0.02,,0.01118068
USA,1956,Male,Age10_14,[10-14],4,0.09791922,,0.05672954
USA,1956,Male,Age15_19,[15-19],9,0.11925268,,0.16286645
USA,1956,Male,Age20_24,[20-24],22,0.22359996,,0.45193098
USA,1956,Male,Age25_29,[25-29],77,0.76923077,,1.36355587
USA,1956,Male,Age30_34,[30-34],208,1.69394902,,3.47361389
USA,1956,Male,Age35_39,[35-39],391,2.36883557,,6.69520548
USA,1956,Male,Age40_44,[40-44],776,3.05247423,,14.18128655
USA,1956,Male,Age45_49,[45-49],1352,3.52772342,,26.64564446
USA,1956,Male,Age50_54,[50-54],2121,4.01203042,,48.36944128
USA,1956,Male,Age55_59,[55-59],3012,4.17440475,,77.7892562
USA,1956,Male,Age60_64,[60-64],4113,4.39982456,,122.2288262
USA,1956,Male,Age65_69,[65-69],5280,4.73967684,,191.8604651
USA,1956,Male,Age70_74,[70-74],6024,5.27126356,,303.170609
USA,1956,Male,Age75_79,[75-79],5780,5.63665974,,480.8652246
USA,1956,Male,Age80_84,[80-84],4782,5.97981718,,785.2216749
USA,1956,Male,Age85_over,[85+],3956,6.03527186,,1209.785933
USA,1956,Male,Age_unknown,[Unknown],24,4.01337793,,
USA,1956,Female,Age_all,[All],45409,6.76616219,49.95201091,53.56034961
USA,1956,Female,Age00,[0],0,0,,0
USA,1956,Female,Age01_04,[1-4],1,0.01334757,,0.01352082
USA,1956,Female,Age05_09,[5-9],1,0.02866151,,0.01159152
USA,1956,Female,Age10_14,[10-14],3,0.12903226,,0.04411116
USA,1956,Female,Age15_19,[15-19],8,0.24502297,,0.14278065
