"Source location: ""WHO Mortality Database portal""",,,,,,,,
Indicator metadata: I11-I15,,,,,,,,
Country Code,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
USA,1984,Male,Age01_04,[1-4],2,0.04828585,,0.02751032
USA,1984,Male,Age05_09,[5-9],3,0.12096774,,0.03559563
USA,1984,Male,Age10_14,[10-14],1,0.03220612,,0.01115325
USA,1984,Male,Age15_19,[15-19],5,0.04575403,,0.0523341
USA,1984,Male,Age20_24,[20-24],11,0.06203474,,0.10293842
USA,1984,Male,Age25_29,[25-29],40,0.22535211,,0.37136756
USA,1984,Male,Age30_34,[30-34],91,0.50507854,,0.92895059
USA,1984,Male,Age35_39,[35-39],150,0.80239649,,1.79683757
USA,1984,Male,Age40_44,[40-44],288,1.31548897,,4.31654676
USA,1984,Male,Age45_49,[45-49],431,1.49626801,,7.71295634
USA,1984,Male,Age50_54,[50-54],680,1.51023853,,12.77235162
USA,1984,Male,Age55_59,[55-59],1075,1.46863943,,19.86326681
USA,1984,Male,Age60_64,[60-64],1485,1.40866447,,29.3304365
USA,1984,Male,Age65_69,[65-69],1774,1.37294812,,42.52157239
USA,1984,Male,Age70_74,[70-74],2081,1.38579049,,65.95879556
USA,1984,Male,Age75_79,[75-79],1929,1.30214662,,92.78499279
USA,1984,Male,Age80_84,[80-84],1592,1.30174902,,141.7631345
USA,1984,Male,Age85_over,[85+],1837,1.34284607,,242.989418
USA,1984,Male,Age_unknown,[Unknown],2,0.56657224,,
USA,1984,Female,Age_all,[All],17863,1.85521184,8.62946837,14.70629399
USA,1984,Female,Age00,[0],0,0,,0
USA,1984,Female,Age01_04,[1-4],0,0,,0
USA,1984,Female,Age05_09,[5-9],1,0.06024096,,0.012444
USA,1984,Female,Age10_14,[10-14],0,0,,0
USA,1984,Female,Age15_19,[15-19],3,0.07001167,,0.03249919
USA,1984,Female,Age20_24,[20-24],3,0.05108992,,0.02819284
USA,1984,Female,Age25_29,[25-29],17,0.26186075,,0.15794853
USA,1984,Female,Age30_34,[30-34],27,0.35206676,,0.27272727
USA,1984,Female,Age35_39,[35-39],73,0.76415786,,0.85041938
USA,1984,Female,Age40_44,[40-44],146,1.17590206,,2.10314031
USA,1984,Female,Age45_49,[45-49],240,1.4186074,,4.08580184
USA,1984,Female,Age50_54,[50-54],408,1.54171705,,7.15036803
USA,1984,Female,Age55_59,[55-59],708,1.61725067,,11.74129353
USA,1984,Female,Age60_64,[60-64],1105,1.70102061,,19.01893287
USA,1984,Female,Age65_69,[65-69],1606,1.87790133,,31.41627543
USA,1984,Female,Age70_74,[70-74],2246,2.01126523,,52.30554262
USA,1984,Female,Age75_79,[75-79],2753,2.05828698,,83.83069428
USA,1984,Female,Age80_84,[80-84],3188,2.17280181,,150.2356268
USA,1984,Female,Age85_over,[85+],5335,2.03108879,,285.446763
USA,1984,Female,Age_unknown,[Unknown],4,2.33918129,,
USA,1985,All,Age_all,[All],31433,1.50653745,9.4569528,13.16620591
USA,1985,All,Age00,[0],5,0.01249063,,0.1333689
USA,1985,All,Age01_04,[1-4],0,0,,0
USA,1985,All,Age05_09,[5-9],0,0,,0
USA,1985,All,Age10_14,[10-14],3,0.06295908,,0.01754283
USA,1985,All,Age15_19,[15-19],7,0.04645607,,0.03773381
USA,1985,All,Age20_24,[20-24],28,0.12244719,,0.13333333
USA,1985,All,Age25_29,[25-29],64,0.25880545,,0.29414468
USA,1985,All,Age30_34,[30-34],122,0.44980275,,0.60190439
USA,1985,All,Age35_39,[35-39],256,0.84102631,,1.44567427
USA,1985,All,Age40_44,[40-44],420,1.18724559,,2.98826041
USA,1985,All,Age45_49,[45-49],690,1.49176287,,5.92478104
USA,1985,All,Age50_54,[50-54],1120,1.59136118,,10.23485333
USA,1985,All,Age55_59,[55-59],1767,1.53396069,,15.58063663
USA,1985,All,Age60_64,[60-64],2636,1.53892859,,23.97671457
USA,1985,All,Age65_69,[65-69],3280,1.51327111,,34.77892058
USA,1985,All,Age70_74,[70-74],4102,1.54270263,,54.18042531
USA,1985,All,Age75_79,[75-79],4742,1.6343327,,86.28093159
USA,1985,All,Age80_84,[80-84],4844,1.73807585,,145.4654655
USA,1985,All,Age85_over,[85+],7334,1.75014497,,270.9272257
USA,1985,All,Age_unknown,[Unknown],13,1.48232611,,
USA,1985,Male,Age_all,[All],13507,1.2304169,10.4590584,11.6278269
USA,1985,Male,Age00,[0],4,0.01742312,,0.20855057
USA,1985,Male,Age01_04,[1-4],0,0,,0
USA,1985,Male,Age05_09,[5-9],0,0,,0
USA,1985,Male,Age10_14,[10-14],1,0.03273322,,0.01141292
USA,1985,Male,Age15_19,[15-19],6,0.05539655,,0.06352568
USA,1985,Male,Age20_24,[20-24],16,0.09232012,,0.15213464
USA,1985,Male,Age25_29,[25-29],46,0.25256685,,0.42244467
USA,1985,Male,Age30_34,[30-34],90,0.47019487,,0.89135387
USA,1985,Male,Age35_39,[35-39],176,0.85598949,,2.0134996
USA,1985,Male,Age40_44,[40-44],279,1.21658745,,4.05052265
USA,1985,Male,Age45_49,[45-49],437,1.49754978,,7.69637196
USA,1985,Male,Age50_54,[50-54],693,1.5700401,,13.12003029
USA,1985,Male,Age55_59,[55-59],1053,1.4579843,,19.56521739
USA,1985,Male,Age60_64,[60-64],1517,1.43807826,,29.64627712
USA,1985,Male,Age65_69,[65-69],1757,1.34878901,,41.29259695
USA,1985,Male,Age70_74,[70-74],1976,1.29360008,,61.42368667
USA,1985,Male,Age75_79,[75-79],2029,1.32919312,,94.94618624
USA,1985,Male,Age80_84,[80-84],1642,1.29064713,,142.287695
USA,1985,Male,Age85_over,[85+],1783,1.25870966,,230.6597671
USA,1985,Male,Age_unknown,[Unknown],2,0.40733198,,
USA,1985,Female,Age_all,[All],17926,1.8131209,8.4765555,14.62403838
USA,1985,Female,Age00,[0],1,0.00585754,,0.05461496
USA,1985,Female,Age01_04,[1-4],0,0,,0
USA,1985,Female,Age05_09,[5-9],0,0,,0
USA,1985,Female,Age10_14,[10-14],2,0.11695906,,0.02398369
USA,1985,Female,Age15_19,[15-19],1,0.0236016,,0.01098177
USA,1985,Female,Age20_24,[20-24],12,0.21676301,,0.11447105
USA,1985,Female,Age25_29,[25-29],18,0.27624309,,0.16560861
USA,1985,Female,Age30_34,[30-34],32,0.40090203,,0.31458907
USA,1985,Female,Age35_39,[35-39],80,0.80988054,,0.89216014
USA,1985,Female,Age40_44,[40-44],141,1.13316724,,1.96735036
USA,1985,Female,Age45_49,[45-49],253,1.48187196,,4.23927614
USA,1985,Female,Age50_54,[50-54],427,1.62722457,,7.54283695
USA,1985,Female,Age55_59,[55-59],714,1.66166306,,11.98187615
USA,1985,Female,Age60_64,[60-64],1119,1.7006079,,19.0403267
USA,1985,Female,Age65_69,[65-69],1523,1.76101938,,29.42426584
USA,1985,Female,Age70_74,[70-74],2126,1.87900482,,48.8286633
USA,1985,Female,Age75_79,[75-79],2713,1.97309091,,80.76808574
USA,1985,Female,Age80_84,[80-84],3202,2.11386622,,147.1507353
USA,1985,Female,Age85_over,[85+],5551,2.0010959,,287.0217167
USA,1985,Female,Age_unknown,[Unknown],11,2.84974093,,
USA,1986,All,Age_all,[All],30989,1.47190909,9.13694115,12.85423926
USA,1986,All,Age00,[0],6,0.01542773,,0.16098739
USA,1986,All,Age01_04,[1-4],3,0.04010695,,0.02083333
USA,1986,All,Age05_09,[5-9],0,0,,0
USA,1986,All,Age10_14,[10-14],1,0.02124947,,0.00603719
USA,1986,All,Age15_19,[15-19],4,0.02465483,,0.02149267
USA,1986,All,Age20_24,[20-24],24,0.10124446,,0.1175491
USA,1986,All,Age25_29,[25-29],60,0.22663746,,0.27260336
USA,1986,All,Age30_34,[30-34],139,0.46247006,,0.66910561
USA,1986,All,Age35_39,[35-39],256,0.76427036,,1.36730225
USA,1986,All,Age40_44,[40-44],436,1.18166789,,3.03917468
USA,1986,All,Age45_49,[45-49],651,1.40256383,,5.45820407
USA,1986,All,Age50_54,[50-54],1121,1.63064033,,10.29668412
USA,1986,All,Age55_59,[55-59],1657,1.50195336,,14.70536031
USA,1986,All,Age60_64,[60-64],2510,1.48779534,,22.89728152
USA,1986,All,Age65_69,[65-69],3241,1.48228439,,33.54377976
USA,1986,All,Age70_74,[70-74],4068,1.52422346,,53.07933194
USA,1986,All,Age75_79,[75-79],4712,1.60534206,,83.70936223
USA,1986,All,Age80_84,[80-84],4730,1.67951454,,138.2232613
USA,1986,All,Age85_over,[85+],7357,1.72104437,,263.1258941
USA,1986,All,Age_unknown,[Unknown],13,1.3013013,,
USA,1986,Male,Age_all,[All],13034,1.1806106,9.90536594,11.10580938
USA,1986,Male,Age00,[0],2,0.00899928,,0.1048218
USA,1986,Male,Age01_04,[1-4],1,0.02346316,,0.01357589
USA,1986,Male,Age05_09,[5-9],0,0,,0
USA,1986,Male,Age10_14,[10-14],1,0.03261579,,0.01178273
USA,1986,Male,Age15_19,[15-19],3,0.02545393,,0.03163556
USA,1986,Male,Age20_24,[20-24],20,0.1108156,,0.19546521
USA,1986,Male,Age25_29,[25-29],35,0.17861699,,0.31743153
USA,1986,Male,Age30_34,[30-34],109,0.50390643,,1.05141314
USA,1986,Male,Age35_39,[35-39],162,0.70352195,,1.75021608
USA,1986,Male,Age40_44,[40-44],273,1.14245062,,3.88335704
USA,1986,Male,Age45_49,[45-49],408,1.38959845,,7.0139247
USA,1986,Male,Age50_54,[50-54],670,1.55893713,,12.73764259
USA,1986,Male,Age55_59,[55-59],1024,1.47981156,,19.10804255
USA,1986,Male,Age60_64,[60-64],1408,1.36522742,,27.6240926
USA,1986,Male,Age65_69,[65-69],1758,1.34596097,,40.16449623
USA,1986,Male,Age70_74,[70-74],1942,1.27400235,,59.4247246
USA,1986,Male,Age75_79,[75-79],1926,1.2483472,,87.66499772
USA,1986,Male,Age80_84,[80-84],1594,1.24001338,,134.0622372
USA,1986,Male,Age85_over,[85+],1692,1.1836058,,213.6363636
USA,1986,Male,Age_unknown,[Unknown],6,1.12570356,,
USA,1986,Female,Age_all,[All],17955,1.7930686,8.31051008,14.51284373
USA,1986,Female,Age00,[0],4,0.02399952,,0.21990104
USA,1986,Female,Age01_04,[1-4],2,0.0621504,,0.02843332
USA,1986,Female,Age05_09,[5-9],0,0,,0
USA,1986,Female,Age10_14,[10-14],0,0,,0
USA,1986,Female,Age15_19,[15-19],1,0.02253267,,0.0109553
USA,1986,Female,Age20_24,[20-24],4,0.07070886,,0.03927344
USA,1986,Female,Age25_29,[25-29],25,0.36342492,,0.22760379
USA,1986,Female,Age30_34,[30-34],30,0.35608309,,0.28826751
USA,1986,Female,Age35_39,[35-39],94,0.89788901,,0.99292278
USA,1986,Female,Age40_44,[40-44],163,1.25374971,,2.22799344
USA,1986,Female,Age45_49,[45-49],243,1.42488566,,3.97708674
USA,1986,Female,Age50_54,[50-54],451,1.75023285,,8.01492803
USA,1986,Female,Age55_59,[55-59],633,1.53920973,,10.7124725
USA,1986,Female,Age60_64,[60-64],1102,1.68056975,,18.78942882
USA,1986,Female,Age65_69,[65-69],1483,1.68453814,,28.06054872
USA,1986,Female,Age70_74,[70-74],2126,1.85746612,,48.36214741
USA,1986,Female,Age75_79,[75-79],2786,2.0009193,,81.17715618
USA,1986,Female,Age80_84,[80-84],3136,2.04857527,,140.4388715
USA,1986,Female,Age85_over,[85+],5665,1.99107268,,282.6846307
USA,1986,Female,Age_unknown,[Unknown],7,1.50214592,,
USA,1987,All,Age_all,[All],31338,1.47589415,9.07565149,12.87510271
USA,1987,All,Age00,[0],3,0.00781087,,0.07955449
USA,1987,All,Age01_04,[1-4],1,0.01338151,,0.0069056
USA,1987,All,Age05_09,[5-9],2,0.04650081,,0.01132439
USA,1987,All,Age10_14,[10-14],1,0.02251238,,0.00606612
USA,1987,All,Age15_19,[15-19],5,0.03202049,,0.02708706
USA,1987,All,Age20_24,[20-24],26,0.11602999,,0.13135957
USA,1987,All,Age25_29,[25-29],64,0.24150943,,0.29117379
USA,1987,All,Age30_34,[30-34],112,0.35896285,,0.52495899
USA,1987,All,Age35_39,[35-39],293,0.83949344,,1.56366741
USA,1987,All,Age40_44,[40-44],459,1.19032183,,2.948545
USA,1987,All,Age45_49,[45-49],699,1.46808645,,5.65991903
USA,1987,All,Age50_54,[50-54],1089,1.59427291,,9.96705107
USA,1987,All,Age55_59,[55-59],1657,1.54020617,,14.89973923
USA,1987,All,Age60_64,[60-64],2561,1.54518194,,23.49972472
USA,1987,All,Age65_69,[65-69],3358,1.52560084,,33.95692183
USA,1987,All,Age70_74,[70-74],4086,1.53613065,,52.52603162
USA,1987,All,Age75_79,[75-79],4568,1.53952965,,79.07218279
USA,1987,All,Age80_84,[80-84],4823,1.67685948,,136.900369
USA,1987,All,Age85_over,[85+],7528,1.7138382,,262.5741193
USA,1987,All,Age_unknown,[Unknown],3,0.51546392,,
USA,1987,Male,Age_all,[All],13382,1.20780752,10.01314499,11.28987354
USA,1987,Male,Age00,[0],1,0.00458758,,0.05181347
USA,1987,Male,Age01_04,[1-4],0,0,,0
USA,1987,Male,Age05_09,[5-9],1,0.03793627,,0.01106684
USA,1987,Male,Age10_14,[10-14],0,0,,0
USA,1987,Male,Age15_19,[15-19],4,0.03554608,,0.04249894
USA,1987,Male,Age20_24,[20-24],15,0.08834963,,0.15128593
USA,1987,Male,Age25_29,[25-29],44,0.2266289,,0.39967299
USA,1987,Male,Age30_34,[30-34],69,0.30916749,,0.64721884
USA,1987,Male,Age35_39,[35-39],210,0.87325349,,2.26463928
USA,1987,Male,Age40_44,[40-44],308,1.21734319,,4.03194135
USA,1987,Male,Age45_49,[45-49],444,1.47400571,,7.36929461
USA,1987,Male,Age50_54,[50-54],689,1.61226161,,13.03689688
USA,1987,Male,Age55_59,[55-59],1028,1.53220157,,19.40354851
USA,1987,Male,Age60_64,[60-64],1507,1.48752826,,29.7355959
USA,1987,Male,Age65_69,[65-69],1812,1.38191913,,40.31145718
USA,1987,Male,Age70_74,[70-74],1914,1.25974923,,57.49474317
USA,1987,Male,Age75_79,[75-79],1888,1.21174002,,83.39222615
USA,1987,Male,Age80_84,[80-84],1672,1.27495387,,136.4897959
USA,1987,Male,Age85_over,[85+],1775,1.22134988,,220.2233251
USA,1987,Male,Age_unknown,[Unknown],1,0.24449878,,
USA,1987,Female,Age_all,[All],17956,1.7684281,8.12339266,14.3798701
USA,1987,Female,Age00,[0],2,0.01204094,,0.10863661
USA,1987,Female,Age01_04,[1-4],1,0.03113325,,0.01414427
USA,1987,Female,Age05_09,[5-9],1,0.06006006,,0.0115942
USA,1987,Female,Age10_14,[10-14],1,0.06671114,,0.01244555
USA,1987,Female,Age15_19,[15-19],1,0.02292526,,0.01105339
USA,1987,Female,Age20_24,[20-24],11,0.20257827,,0.11135857
USA,1987,Female,Age25_29,[25-29],20,0.28228652,,0.18229879
USA,1987,Female,Age30_34,[30-34],43,0.4840707,,0.40284804
USA,1987,Female,Age35_39,[35-39],83,0.76469504,,0.87691495
USA,1987,Female,Age40_44,[40-44],151,1.1387632,,1.90464178
USA,1987,Female,Age45_49,[45-49],255,1.45789263,,4.03162055
USA,1987,Female,Age50_54,[50-54],400,1.56421086,,7.09094132
USA,1987,Female,Age55_59,[55-59],629,1.55346999,,10.8019921
USA,1987,Female,Age60_64,[60-64],1054,1.63583313,,18.07890223
USA,1987,Female,Age65_69,[65-69],1546,1.7373129,,28.66147571
USA,1987,Female,Age70_74,[70-74],2172,1.90429431,,48.80898876
USA,1987,Female,Age75_79,[75-79],2680,1.9019907,,76.28807287
USA,1987,Female,Age80_84,[80-84],3151,2.01368874,,137.1192341
USA,1987,Female,Age85_over,[85+],5753,1.95735531,,279.1363416
USA,1987,Female,Age_unknown,[Unknown],2,1.15606936,,
USA,1988,All,Age_all,[All],31694,1.46190104,8.99427566,12.89385575
USA,1988,All,Age00,[0],3,0.0077101,,0.07774035
USA,1988,All,Age01_04,[1-4],2,0.02692152,,0.01370238
USA,1988,All,Age05_09,[5-9],2,0.04590314,,0.01109385
USA,1988,All,Age10_14,[10-14],1,0.02189142,,0.00601431
USA,1988,All,Age15_19,[15-19],10,0.06237914,,0.05490282
USA,1988,All,Age20_24,[20-24],33,0.14907842,,0.17201835
USA,1988,All,Age25_29,[25-29],63,0.23499571,,0.28797367
USA,1988,All,Age30_34,[30-34],158,0.48874041,,0.72483714
USA,1988,All,Age35_39,[35-39],289,0.78927245,,1.50992685
USA,1988,All,Age40_44,[40-44],446,1.09212008,,2.76606301
USA,1988,All,Age45_49,[45-49],706,1.4209806,,5.41951332
USA,1988,All,Age50_54,[50-54],1104,1.62860683,,9.91290294
USA,1988,All,Age55_59,[55-59],1630,1.54703264,,14.95961821
USA,1988,All,Age60_64,[60-64],2534,1.5414938,,23.1775359
USA,1988,All,Age65_69,[65-69],3360,1.51690263,,33.62353648
USA,1988,All,Age70_74,[70-74],3927,1.4705607,,49.68370445
USA,1988,All,Age75_79,[75-79],4712,1.55727411,,79.8238184
USA,1988,All,Age80_84,[80-84],4932,1.6476578,,136.2807405
USA,1988,All,Age85_over,[85+],7776,1.69150116,,263.6826043
USA,1988,All,Age_unknown,[Unknown],6,1.02214651,,
USA,1988,Male,Age_all,[All],13399,1.19045081,9.83408321,11.19026541
USA,1988,Male,Age00,[0],1,0.00454401,,0.05060729
USA,1988,Male,Age01_04,[1-4],2,0.04738214,,0.02677376
USA,1988,Male,Age05_09,[5-9],1,0.03885004,,0.01083893
USA,1988,Male,Age10_14,[10-14],1,0.03439972,,0.01173021
USA,1988,Male,Age15_19,[15-19],3,0.02566955,,0.03228931
USA,1988,Male,Age20_24,[20-24],21,0.12467347,,0.21861337
USA,1988,Male,Age25_29,[25-29],43,0.21879611,,0.3926582
USA,1988,Male,Age30_34,[30-34],106,0.45431167,,0.97229866
USA,1988,Male,Age35_39,[35-39],193,0.7588566,,2.03586498
USA,1988,Male,Age40_44,[40-44],278,1.0295915,,3.51231838
USA,1988,Male,Age45_49,[45-49],436,1.37987784,,6.85642397
USA,1988,Male,Age50_54,[50-54],691,1.6328749,,12.81290562
USA,1988,Male,Age55_59,[55-59],986,1.51240912,,18.97978826
USA,1988,Male,Age60_64,[60-64],1407,1.40455607,,27.60989011
USA,1988,Male,Age65_69,[65-69],1801,1.36510752,,39.6346831
USA,1988,Male,Age70_74,[70-74],1901,1.25090478,,55.91176471
USA,1988,Male,Age75_79,[75-79],1940,1.22272504,,83.54866494
USA,1988,Male,Age80_84,[80-84],1714,1.25974761,,135.8161648
USA,1988,Male,Age85_over,[85+],1869,1.23318312,,226.5454546
USA,1988,Male,Age_unknown,[Unknown],5,1.19904077,,
USA,1988,Female,Age_all,[All],18295,1.75498509,8.14521891,14.51189428
USA,1988,Female,Age00,[0],2,0.01183222,,0.10621349
USA,1988,Female,Age01_04,[1-4],0,0,,0
USA,1988,Female,Age05_09,[5-9],1,0.05608525,,0.01136105
USA,1988,Female,Age10_14,[10-14],0,0,,0
USA,1988,Female,Age15_19,[15-19],7,0.1611418,,0.07844895
USA,1988,Female,Age20_24,[20-24],12,0.22675737,,0.12528712
USA,1988,Female,Age25_29,[25-29],20,0.27948575,,0.18304961
USA,1988,Female,Age30_34,[30-34],52,0.57803468,,0.47723935
USA,1988,Female,Age35_39,[35-39],96,0.85844586,,0.99378882
USA,1988,Female,Age40_44,[40-44],168,1.21413601,,2.04653429
USA,1988,Female,Age45_49,[45-49],270,1.49278487,,4.04919016
USA,1988,Female,Age50_54,[50-54],413,1.62151551,,7.19011142
USA,1988,Female,Age55_59,[55-59],644,1.60322637,,11.29626381
USA,1988,Female,Age60_64,[60-64],1127,1.75512365,,19.30786363
USA,1988,Female,Age65_69,[65-69],1559,1.74047983,,28.61075427
USA,1988,Female,Age70_74,[70-74],2026,1.76065212,,44.98223801
USA,1988,Female,Age75_79,[75-79],2772,1.92609681,,77.4085451
USA,1988,Female,Age80_84,[80-84],3218,1.97090798,,136.5294866
USA,1988,Female,Age85_over,[85+],5907,1.91691736,,278.1073446
USA,1988,Female,Age_unknown,[Unknown],1,0.58823529,,
USA,1989,All,Age_all,[All],32114,1.49335074,8.91325371,12.93667419
USA,1989,All,Age00,[0],5,0.01260875,,0.12674271
USA,1989,All,Age01_04,[1-4],5,0.06856829,,0.03376325
USA,1989,All,Age05_09,[5-9],3,0.06955715,,0.01647266
USA,1989,All,Age10_14,[10-14],4,0.08693762,,0.02360021
USA,1989,All,Age15_19,[15-19],6,0.03853565,,0.03368516
USA,1989,All,Age20_24,[20-24],26,0.12429487,,0.13902256
USA,1989,All,Age25_29,[25-29],69,0.25621983,,0.317987
USA,1989,All,Age30_34,[30-34],162,0.48222897,,0.73183954
USA,1989,All,Age35_39,[35-39],297,0.78442766,,1.51368432
USA,1989,All,Age40_44,[40-44],493,1.14499385,,2.92027011
USA,1989,All,Age45_49,[45-49],804,1.58090332,,5.94630575
USA,1989,All,Age50_54,[50-54],1067,1.58287469,,9.38021978
USA,1989,All,Age55_59,[55-59],1602,1.57872953,,14.93567033
USA,1989,All,Age60_64,[60-64],2402,1.51465469,,22.10361645
USA,1989,All,Age65_69,[65-69],3254,1.48518693,,31.9992133
USA,1989,All,Age70_74,[70-74],3835,1.46303128,,47.85972794
USA,1989,All,Age75_79,[75-79],4833,1.6044485,,80.10939831
USA,1989,All,Age80_84,[80-84],5052,1.69541011,,135.5150215
USA,1989,All,Age85_over,[85+],8188,1.79028245,,269.165023
USA,1989,All,Age_unknown,[Unknown],7,1.2455516,,
USA,1989,Male,Age_all,[All],13648,1.22492573,9.84827488,11.28101701
USA,1989,Male,Age00,[0],5,0.02236036,,0.24752475
USA,1989,Male,Age01_04,[1-4],2,0.0486618,,0.02639219
USA,1989,Male,Age05_09,[5-9],2,0.07968127,,0.02145693
USA,1989,Male,Age10_14,[10-14],1,0.03431709,,0.0115088
USA,1989,Male,Age15_19,[15-19],3,0.02663589,,0.03299967
USA,1989,Male,Age20_24,[20-24],18,0.11319331,,0.19214347
USA,1989,Male,Age25_29,[25-29],51,0.25586996,,0.46939715
USA,1989,Male,Age30_34,[30-34],117,0.48303195,,1.05614732
USA,1989,Male,Age35_39,[35-39],201,0.75162665,,2.06556366
USA,1989,Male,Age40_44,[40-44],320,1.11942909,,3.85821075
USA,1989,Male,Age45_49,[45-49],520,1.5893392,,7.8775943
USA,1989,Male,Age50_54,[50-54],689,1.63638523,,12.50680704
USA,1989,Male,Age55_59,[55-59],1017,1.61477271,,19.85940246
USA,1989,Male,Age60_64,[60-64],1407,1.45609968,,27.7023036
USA,1989,Male,Age65_69,[65-69],1761,1.35621154,,38.0263442
USA,1989,Male,Age70_74,[70-74],1852,1.24664275,,53.46420323
USA,1989,Male,Age75_79,[75-79],2035,1.29543574,,85.32494759
USA,1989,Male,Age80_84,[80-84],1740,1.28337513,,133.2312404
USA,1989,Male,Age85_over,[85+],1904,1.27157979,,224
USA,1989,Male,Age_unknown,[Unknown],3,0.74074074,,
USA,1989,Female,Age_all,[All],18466,1.7819577,7.94308885,14.51067909
USA,1989,Female,Age00,[0],0,0,,0
USA,1989,Female,Age01_04,[1-4],3,0.09428033,,0.04148804
USA,1989,Female,Age05_09,[5-9],1,0.05546312,,0.01124733
USA,1989,Female,Age10_14,[10-14],3,0.17783047,,0.03631961
USA,1989,Female,Age15_19,[15-19],3,0.06965405,,0.03439972
USA,1989,Female,Age20_24,[20-24],8,0.15948963,,0.08570816
USA,1989,Female,Age25_29,[25-29],18,0.25721635,,0.16614362
USA,1989,Female,Age30_34,[30-34],45,0.48015365,,0.4069452
USA,1989,Female,Age35_39,[35-39],96,0.86330935,,0.97067745
USA,1989,Female,Age40_44,[40-44],173,1.19549444,,2.01443875
USA,1989,Female,Age45_49,[45-49],284,1.56568719,,4.10404624
USA,1989,Female,Age50_54,[50-54],378,1.49383497,,6.44391408
USA,1989,Female,Age55_59,[55-59],585,1.51975684,,10.43710972
USA,1989,Female,Age60_64,[60-64],995,1.60597844,,17.19073946
USA,1989,Female,Age65_69,[65-69],1493,1.67282913,,26.95919104
USA,1989,Female,Age70_74,[70-74],1983,1.74609045,,43.59199824
USA,1989,Female,Age75_79,[75-79],2798,1.94123565,,76.6995614
USA,1989,Female,Age80_84,[80-84],3312,2.03939631,,136.7464905
USA,1989,Female,Age85_over,[85+],6284,2.04276013,,286.6788321
USA,1989,Female,Age_unknown,[Unknown],4,2.5477707,,
USA,1990,All,Age_all,[All],32618,1.51820162,9.00348697,13.11488329
USA,1990,All,Age00,[0],6,0.01564496,,0.15205271
USA,1990,All,Age01_04,[1-4],2,0.02885586,,0.01350293
USA,1990,All,Age05_09,[5-9],2,0.05006258,,0.01108973
USA,1990,All,Age10_14,[10-14],2,0.0450349,,0.01172299
USA,1990,All,Age15_19,[15-19],6,0.0381898,,0.03355386
USA,1990,All,Age20_24,[20-24],27,0.12843688,,0.14112777
USA,1990,All,Age25_29,[25-29],61,0.2295045,,0.28601034
USA,1990,All,Age30_34,[30-34],154,0.45953688,,0.70536074
USA,1990,All,Age35_39,[35-39],299,0.76484281,,1.50661601
USA,1990,All,Age40_44,[40-44],545,1.22557287,,3.09850987
USA,1990,All,Age45_49,[45-49],793,1.5292348,,5.76995838
USA,1990,All,Age50_54,[50-54],1088,1.62991371,,9.61725449
USA,1990,All,Age55_59,[55-59],1602,1.63694886,,15.27547343
USA,1990,All,Age60_64,[60-64],2314,1.49453275,,21.77820862
USA,1990,All,Age65_69,[65-69],3305,1.52070785,,32.83395259
USA,1990,All,Age70_74,[70-74],3929,1.50758204,,49.23744
USA,1990,All,Age75_79,[75-79],4797,1.59308435,,78.60197611
USA,1990,All,Age80_84,[80-84],5119,1.70448681,,130.9542082
USA,1990,All,Age85_over,[85+],8560,1.84839291,,283.3123718
USA,1990,All,Age_unknown,[Unknown],7,1.2455516,,
USA,1990,Male,Age_all,[All],13614,1.22272248,9.86956644,11.22903217
USA,1990,Male,Age00,[0],2,0.00915081,,0.09908839
USA,1990,Male,Age01_04,[1-4],0,0,,0
USA,1990,Male,Age05_09,[5-9],1,0.04231909,,0.01083189
USA,1990,Male,Age10_14,[10-14],0,0,,0
USA,1990,Male,Age15_19,[15-19],3,0.02570474,,0.03270539
USA,1990,Male,Age20_24,[20-24],18,0.1110974,,0.18475561
USA,1990,Male,Age25_29,[25-29],38,0.19197737,,0.35505723
USA,1990,Male,Age30_34,[30-34],106,0.4368792,,0.97589718
USA,1990,Male,Age35_39,[35-39],208,0.75359588,,2.11528292
USA,1990,Male,Age40_44,[40-44],369,1.23572553,,4.25286694
USA,1990,Male,Age45_49,[45-49],490,1.48049672,,7.27089269
USA,1990,Male,Age50_54,[50-54],677,1.62908776,,12.32455262
USA,1990,Male,Age55_59,[55-59],982,1.62241644,,19.60706014
USA,1990,Male,Age60_64,[60-64],1303,1.3844176,,26.34079285
USA,1990,Male,Age65_69,[65-69],1747,1.36105831,,38.75762618
USA,1990,Male,Age70_74,[70-74],1842,1.24702967,,54.18762686
USA,1990,Male,Age75_79,[75-79],1944,1.23136952,,81.37636569
USA,1990,Male,Age80_84,[80-84],1776,1.29132645,,130.9927718
USA,1990,Male,Age85_over,[85+],2104,1.38514915,,250.1188778
USA,1990,Male,Age_unknown,[Unknown],4,0.99255583,,
USA,1990,Female,Age_all,[All],19004,1.83605366,8.13840635,14.90854747
USA,1990,Female,Age00,[0],4,0.02424977,,0.20751193
USA,1990,Female,Age01_04,[1-4],2,0.06752194,,0.02765869
USA,1990,Female,Age05_09,[5-9],1,0.06127451,,0.01136015
USA,1990,Female,Age10_14,[10-14],2,0.11926058,,0.02403355
USA,1990,Female,Age15_19,[15-19],3,0.07425743,,0.03444752
